year,count,country,title
France,2017.0,Systeme de traitement automatique notamment de tonte d'une zone de travail,1
France,2017.0,Mecanisme pour positionner et guider une lame de couteau pendant son affutage sur une meule boisseau afin de retenir les efforts et d'anticiper la courbure de la lame,1
France,2017.0,Procede de determination de la reflectance d'un objet et dispositif de determination de la reflectance d'un objet associe,1
France,2017.0,Procede d’aide a l’optimisation energetique et comportementale produit programme d’ordinateur dispositif electronique et systeme associes,1
France,2017.0,Balise d'observation d'un objet systeme d'observation et procede de transmission de donnees d'observation associes,1
France,2018.0,Simulateur de manipulation de dispositif d’extinction d’incendie,1
France,2018.0,Compositions comprenant une phase grasse et une phase aqueuse sous forme de spheres solides,1
France,2018.0,Ensemble et procede pour la culture de plantes perennes telles que des vignes mettant en oeuvre la gestion de donnees collectees lors de l'utilisation d'un outil de coupe portatif,1
France,2018.0,Dispositif de prises de mesures et de vues 3d pour determiner les parametres morphologiques du visage et fabriquer des lunettes sur mesure,1
France,2018.0,Dispositif pour la preparation des biomasses destinees a la methanisation et sa mise en oeuvre,1
France,2018.0,Dispositif de prises de mesures et de vues 3d pour determiner les parametres morphologiques du visage dans le but de fabriquer des lunettes sur mesure,1
France,2018.0,Procede d'echantillonage consistant en une separation des solides et a la congelation pour une longue stabilite les echantillons,1
France,2018.0,Procede permettant d'imputer une reponse non negative obtenue dans un test de mutation reverse sur bacteries realise a partir d'une preparation pharmaceutique cosmetique ou nutritionnelle a au moins un constituant identifie comme mutagene in vitro,1
France,2018.0,Nouveaux polymeres de glucose pour dialyse peritoneale,1
France,2018.0,Robot autonome motorise pourvu d’un dispositif de franchissement d’obstacles,1
France,2018.0,Composition aqueuse comprenant de l’alkylcellulose et une huile hydrocarbonee aromatique et procede de traitement la mettant en oeuvre,1
France,2018.0,Chaussure auto-lacante,1
France,2018.0,Pansement permettant la liberation controlee et prolongee de la metformine,1
France,2018.0,Emulsion huile-dans-eau comprenant un ester d’acide gras et de polyol un alcool gras une huile polaire et un acide organique,1
France,2018.0,Installation de repos et de relaxation,1
France,2018.0,Composition gelifiee comprenant une dispersion d'agregats solides.,1
France,2018.0,Dispositif de protection de cultures en rangs,1
France,2018.0,Systeme de securisation pour securiser l'acces a un lieu surveille,1
France,2018.0,Vase autonome pour les plantes d'interieur,1
France,2018.0,Procede de purification d'iridals,1
France,2018.0,Procede d'extraction de composes terpeniques,1
France,2018.0,Impluvium modulaire,1
France,2018.0,Installation de traitement biologique a reacteur sequentiel discontinu integrant des plantes epuratrices et des supports mobiles de biomasse et procede de mise en oeuvre,1
France,2018.0,Systeme d'estimation de temperature de marchandises pour carrosserie frigorifique de vehicule routier de transport,1
France,2018.0,Systeme de carecterisation de la consommation electrique,1
France,2018.0,Dispositif de reflexion de la lumiere,1
France,2018.0,Procede de communication,1
France,2019.0,Dispositif de distribution de produits vegetaux pour batiment d'elevage notamment pour batiment d'elevage avicole,1
France,2019.0,Systeme agrivoltaique et procede de culture de vegetaux,1
France,2019.0,Procede et dispositif de classification de plantes,1
France,2019.0,Appareil et systeme d'entretien de surface vegetalisee,1
France,2019.0,Composition comprenant un filtre uv un copolymere acrylique et un copolymere d’acide acrylamido methylpropane sulfonique,1
France,2019.0,Dispositif de securite base sur l’impedance pour secateur motorise electroportatif.,1
France,2019.0,Machine a planter des tuteurs avec une haute precision,1
France,2019.0,Composition comprenant une phase grasse un polymere lipophile et une huile hydrocarbonee volatile,1
France,2019.0,Procede de marquage de semences,1
France,2019.0,Pansement permettant la liberation controlee et prolongee d'actif,1
France,2019.0,Nouvel appareil pour injection sous-corticale d'une substance dans une plante,1
France,2019.0,Extraits racinaires de polygonum multiflorum et leurs utilisations,1
France,2019.0,Dispositif de protection des vignes contre le gel et son procede d`installation,1
France,2019.0,Procede d'obtention d'un extrait aqueux de dunaliella salina et ses utilisations cosmetiques,1
France,2019.0,Systeme et procede d'affichage d'une image autostereoscopique a 2 points de vue sur un ecran d'affichage autostereoscopique a n points de vue et procede de controle d'affichage sur un tel ecran d'affichage,1
France,2019.0,Emulsion comprenant un copolymere acrylique anionique et un polymere lipophile,1
France,2019.0,Procede de positionnement d'au moins un objet virtuel dans au moins une zone virtuelle de reception d'objets virtuels terminal et systeme associes,1
France,2019.0,Dispositif et procede de mesure de hauteur de couvert vegetal,1
France,2019.0,Emulsion cosmetique contenant un tensioactif gemine et un polymere lipophile,1
France,2019.0,Utilisation d'une nouvelle composition pour empecher ou ralentir l'apparition de signes d'inflammation,1
France,2019.0,Plateforme mobile de domotique,1
France,2019.0,Dispositif de desherbage combinant deux elements de desherbage mecanique,1
France,2019.0,Produit cosmetique de traitement de la peau,1
France,2019.0,Systeme d'alimentation en eau pour plante,1
France,2019.0,Systeme de traitement de la chevelure,1
France,2019.0,Composition aromatherapeutique comprenant une association de bioactifs aromatiques regulant l’equilibre des microbiotes intestinal et cutane,1
France,2019.0,Nouvelle monodose pour la diffusion d'huiles essentielles,1
France,2019.0,Dispositif et procede de traitement d'eaux usees integrant un bassin de purification de type filtre plante et un reacteur biologique,1
France,2019.0,Kit de collecte de dechets solides presents dans un poste de relevage des eaux usees ou pluviales,1
France,2019.0,Dispositif concentrateur d'energie solaire,1
France,2019.0,Dispositif de purification d’air à grande échelle inclus dans un lampadaire autonome,1
France,2019.0,Principe actif cosmetique obtenu a partir de fleurs de bombax malabaricum et utilisation cosmetique hydratante et anti-seborrhee,1
France,2019.0,Outil de travail du sol entraine et dispositif de travail de la terre equipe d'au moins un tel outil de travail du sol,1
France,2019.0,Centrale solaire dotee d'un dispositif de mesure de l'ensoleillement direct normal,1
France,2019.0,Utilisation d’une nouvelle composition pour empecher ou ralentir l’apparition des signes inesthetiques lies a la presence de sebum en exces,1
France,2019.0,Nouveaux agents antitartre biodegradables,1
France,2020.0,Dispositif de contrôle de traitement agricole,1
France,2020.0,Dispositif de vaporisation,1
France,2020.0,Dispositif et procede de mesure d’au moins un parametre d’arrachage d’une plante,1
France,2020.0,Procédé de distribution d’un produit dispositif de commande et dispositif de pulvérisateur,1
France,2020.0,Elément de chauffage,1
France,2020.0,Vaporisateur comprenant un élément résistif de chauffage à coefficient de température positif (PTCR),1
France,2020.0,Procédé de réglage d’un paramètre d’un pulvérisateur agricole et pulvérisateur agricole pour sa mise en œuvre,1
France,2020.0,Procédé pour établir une carte de parking à voiturier automatique,1
France,2020.0,Aeronef comportant une pluralite de systemes autonomes de propulsion a helice avec une pile a combustible,1
France,2020.0,Composition colorante comprenant une association d’actifs colorants naturels dont un extrait de Lawsonia inermis,1
France,2020.0,Véhicule automoteur avec système de compensation,1
France,2020.0,Procede de commande de pulverisation dispositif et programme correspondant,1
Japan,2017.0,,1
France,2020.0,Gels aqueux pour la coloration ou le maquillage des sourcils,1
France,2020.0,Principe actif cosmetique issu de tourteau de graines de simmondsia chinensis et utilisations cosmetiques,1
France,2020.0,Systeme autonome de propulsion a helice pour un aeronef ledit systeme autonome de propulsion a helice comportant une pile a combustible,1
France,2020.0,Composition colorante comprenant une association de deux extraits végétaux deLawsonia inermis,1
France,2020.0,Atelier de production agricole comportant un véhicule à guidage automatique instrumenté,1
France,2020.0,Systeme de recuperation de liquide pour vehicule automobile,1
France,2020.0,Appareil d’acquisition de donnees d’une partie du corps pour la realisation d’une orthese,1
France,2020.0,Procedes et dispositifs d'eclairage artificiel de croissance pour des cultures sous serre,1
France,2020.0,Module d’aspiration et benne associee,1
France,2020.0,Composition comprenant un alcool gras sature au moins un tensioactif anionique a chaine grasse un polyol et au moins une huile siliconee,1
France,2020.0,Procédé de préparation d’un extrait de parties aériennes deLawsonia inermis,1
France,2020.0,Procede nomade d'extraction douce de constituants de pellicules de raisin en phase de maceration en vinification en rouge ou de brassage des vins blancs par insufflage a basse pression de gaz carbonique ou d'air ambiant,1
France,2020.0,Dispositif et procédé de projection de contenus sur une surface de projection détecteur et procédé de détection de surfaces de projection terminal de communication l’implémentant,1
France,2020.0,Moule pour le pressage de produit alimentaire,1
France,2020.0,Installation de séchage de végétaux,1
France,2020.0,Mini centrale solaire à concentration.,1
France,2020.0,Drone à soufflante centrale et réservoir de fluide intégré,1
France,2020.0,Dispositif thermodynamique haut rendement hybride solaire et couple hydrogène-oxygène produisant une pluralité d’énergies,1
France,2020.0,Dispositif électronique amovible système de surveillance et de détection comportant un tel dispositif et méthode de surveillance et de détection correspondante,1
France,2020.0,Concentrateur d'énergie solaire plan statique très haut rendement et faible coût,1
France,2020.0,Procédé et système de gestion et/ou de contrôle de tâches à exécuter dans un domaine viticole arboricole et/ou sylvicole,1
France,2021.0,Procede de stockage d’un appareil de stockage et appareil de stockage,1
France,2021.0,Appareil de culture,1
France,2021.0,Dispositif pour l’amélioration du rendement et de la qualité des végétaux par exposition aux UVs procédé et utilisations associées,1
